Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Argel A. Bandala,Alexis M. Fillone,55599317400,39961309200,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-55599317400,AUID-39961309200
Argel A. Bandala,Elmer P. Dadios,55599317400,6602629924,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-55599317400,AUID-6602629924
Edwin Sybingco,Laurence A.Gan Lim,55497208700,57189090241,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-55497208700,AUID-57189090241
Edwin Sybingco,Alexis M. Fillone,55497208700,39961309200,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-55497208700,AUID-39961309200
Edwin Sybingco,Elmer P. Dadios,55497208700,6602629924,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-55497208700,AUID-6602629924
Laurence A.Gan Lim,Alexis M. Fillone,57189090241,39961309200,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-57189090241,AUID-39961309200
Laurence A.Gan Lim,Elmer P. Dadios,57189090241,6602629924,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-57189090241,AUID-6602629924
Alexis M. Fillone,Elmer P. Dadios,39961309200,6602629924,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046088950,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-39961309200,AUID-6602629924
Alexander C. Abad,Elmer P. Dadios,56770808500,6602629924,De La Salle University,De La Salle University,2018,nan,2-s2.0-85046037389,Computer Networks and Communications; Computer Science Applications; Software; Artificial Intelligence,COMP,AUID-56770808500,AUID-6602629924
Michael Angelo B. Promentilla,Raymond R. Tan,15045622100,56962727300,De La Salle University,De La Salle University,2018,nan,2-s2.0-85034570071,Chemical Engineering (all); Computer Science Applications,CENG; COMP,AUID-15045622100,AUID-56962727300
Melvin A. Jabar,Crisanto Q. Regadio,49961367900,57189591938,De La Salle University,De La Salle University,2018,nan,2-s2.0-85030569261,Education; Communication; Environmental Science (all),SOCI; ENVI,AUID-49961367900,AUID-57189591938
Melvin A. Jabar,Zaldy C. Collado,49961367900,57195961424,De La Salle University,De La Salle University,2018,nan,2-s2.0-85030569261,Education; Communication; Environmental Science (all),SOCI; ENVI,AUID-49961367900,AUID-57195961424
Crisanto Q. Regadio,Zaldy C. Collado,57189591938,57195961424,De La Salle University,De La Salle University,2018,nan,2-s2.0-85030569261,Education; Communication; Environmental Science (all),SOCI; ENVI,AUID-57189591938,AUID-57195961424
Joseph J. Capuno,Carlos Antonio R. Tan,24314691500,57198671889,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-84976869394,"Public Health, Environmental and Occupational Health",MEDI,AUID-24314691500,AUID-57198671889
Joseph J. Capuno,Xylee Javier,24314691500,36660887800,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-84976869394,"Public Health, Environmental and Occupational Health",MEDI,AUID-24314691500,AUID-36660887800
Carlos Antonio R. Tan,Xylee Javier,57198671889,36660887800,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-84976869394,"Public Health, Environmental and Occupational Health",MEDI,AUID-57198671889,AUID-36660887800
Carla B. Dimalanta,Decibel V. Faustino-Eslava,6602158221,56304722500,University of the Philippines - Diliman,University of the Philippines - Los Banos,2018,nan,2-s2.0-85037731406,Earth and Planetary Sciences (miscellaneous); Earth and Planetary Sciences (all),EART,AUID-6602158221,AUID-56304722500
Carla B. Dimalanta,Jenielyn T. Padrones,6602158221,55369484300,University of the Philippines - Diliman,University of the Philippines - Los Banos,2018,nan,2-s2.0-85037731406,Earth and Planetary Sciences (miscellaneous); Earth and Planetary Sciences (all),EART,AUID-6602158221,AUID-55369484300
Decibel V. Faustino-Eslava,Jenielyn T. Padrones,56304722500,55369484300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85037731406,Earth and Planetary Sciences (miscellaneous); Earth and Planetary Sciences (all),EART,AUID-56304722500,AUID-55369484300
Magdaleno R. Vasquez,Eloise I. Prieto,35115596700,57202131044,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047269772,Biomedical Engineering; Physics and Astronomy (all),ENGI; PHYS,AUID-35115596700,AUID-57202131044
Lizbeth A. Mariano,Aura C. Matias,57191754914,7003906422,University of the Philippines - Los Banos,University of the Philippines - Diliman,2018,nan,2-s2.0-85021751293,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57191754914,AUID-7003906422
Maria Gabriela C. Sales,Ma Shanlene D.C. Dela Vega,57200160807,57194856193,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040019171,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200160807,AUID-57194856193
Maria Gabriela C. Sales,Magdaleno R. Vasquez,57200160807,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040019171,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200160807,AUID-35115596700
Ma Shanlene D.C. Dela Vega,Magdaleno R. Vasquez,57194856193,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040019171,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57194856193,AUID-35115596700
Josiel Catherine V. Almeda,Majella Cayley J. Domingo,57194797180,57194798013,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85022346604,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57194797180,AUID-57194798013
Josiel Catherine V. Almeda,Alyannah Bianca L. Saringan,57194797180,57194794556,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85022346604,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57194797180,AUID-57194794556
Majella Cayley J. Domingo,Alyannah Bianca L. Saringan,57194798013,57194794556,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85022346604,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57194798013,AUID-57194794556
Virginia J. Soriano,Isachar Bernaldez,57191077351,57194781955,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85022215285,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57191077351,AUID-57194781955
Virginia J. Soriano,Mili Ann M. Tamayao,57191077351,56728642100,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85022215285,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57191077351,AUID-56728642100
Isachar Bernaldez,Mili Ann M. Tamayao,57194781955,56728642100,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85022215285,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57194781955,AUID-56728642100
Charmae B. Antonio,Louise Gillian C. Bautista,57201155198,57201153339,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043599466,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57201155198,AUID-57201153339
Charmae B. Antonio,Alfonso B. Labao,57201155198,57194062083,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043599466,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57201155198,AUID-57194062083
Charmae B. Antonio,Prospero C. Naval,57201155198,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043599466,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57201155198,AUID-15045386000
Louise Gillian C. Bautista,Alfonso B. Labao,57201153339,57194062083,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043599466,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57201153339,AUID-57194062083
Louise Gillian C. Bautista,Prospero C. Naval,57201153339,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043599466,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57201153339,AUID-15045386000
Alfonso B. Labao,Prospero C. Naval,57194062083,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043599466,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57194062083,AUID-15045386000
Charisse Marie D. Cagomoc,Mark Jeffry D. De Leon,57192916561,57200162206,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57192916561,AUID-57200162206
Charisse Marie D. Cagomoc,Anna Sophia M. Ebuen,57192916561,57200168266,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57192916561,AUID-57200168266
Charisse Marie D. Cagomoc,Marlo Nicole R. Gilos,57192916561,57200162156,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57192916561,AUID-57200162156
Charisse Marie D. Cagomoc,Magdaleno R. Vasquez,57192916561,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57192916561,AUID-35115596700
Mark Jeffry D. De Leon,Anna Sophia M. Ebuen,57200162206,57200168266,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200162206,AUID-57200168266
Mark Jeffry D. De Leon,Marlo Nicole R. Gilos,57200162206,57200162156,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200162206,AUID-57200162156
Mark Jeffry D. De Leon,Magdaleno R. Vasquez,57200162206,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200162206,AUID-35115596700
Anna Sophia M. Ebuen,Marlo Nicole R. Gilos,57200168266,57200162156,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200168266,AUID-57200162156
Anna Sophia M. Ebuen,Magdaleno R. Vasquez,57200168266,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200168266,AUID-35115596700
Marlo Nicole R. Gilos,Magdaleno R. Vasquez,57200162156,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85039994535,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200162156,AUID-35115596700
Fatima Athena D. Hubilla,Glenson R. Panghulan,57200159456,57200166847,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040003916,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200159456,AUID-57200166847
Fatima Athena D. Hubilla,Jason Pechardo,57200159456,57200163629,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040003916,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200159456,AUID-57200163629
Fatima Athena D. Hubilla,Magdaleno R. Vasquez,57200159456,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040003916,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200159456,AUID-35115596700
Glenson R. Panghulan,Jason Pechardo,57200166847,57200163629,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040003916,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200166847,AUID-57200163629
Glenson R. Panghulan,Magdaleno R. Vasquez,57200166847,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040003916,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200166847,AUID-35115596700
Jason Pechardo,Magdaleno R. Vasquez,57200163629,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85040003916,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-57200163629,AUID-35115596700
Meliton R. Chiong,Maria Cecilia M. Angub,57202137456,57202129522,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047264642,Biomedical Engineering; Physics and Astronomy (all),ENGI; PHYS,AUID-57202137456,AUID-57202129522
Meliton R. Chiong,Magdaleno R. Vasquez,57202137456,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047264642,Biomedical Engineering; Physics and Astronomy (all),ENGI; PHYS,AUID-57202137456,AUID-35115596700
Maria Cecilia M. Angub,Magdaleno R. Vasquez,57202129522,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047264642,Biomedical Engineering; Physics and Astronomy (all),ENGI; PHYS,AUID-57202129522,AUID-35115596700
Arantxa Danielle S. Montallana,Czerr Eljohn V. Cruz,57202130954,57202133791,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047238013,Biomedical Engineering; Physics and Astronomy (all),ENGI; PHYS,AUID-57202130954,AUID-57202133791
Arantxa Danielle S. Montallana,Magdaleno R. Vasquez,57202130954,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047238013,Biomedical Engineering; Physics and Astronomy (all),ENGI; PHYS,AUID-57202130954,AUID-35115596700
Czerr Eljohn V. Cruz,Magdaleno R. Vasquez,57202133791,35115596700,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047238013,Biomedical Engineering; Physics and Astronomy (all),ENGI; PHYS,AUID-57202133791,AUID-35115596700
Alfonso B. Labao,Mark A. Clutario,57194062083,57201131454,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043518219,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57194062083,AUID-57201131454
Alfonso B. Labao,Prospero C. Naval,57194062083,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043518219,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57194062083,AUID-15045386000
Mark A. Clutario,Prospero C. Naval,57201131454,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043518219,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57201131454,AUID-15045386000
Juan Carlo M. Figueroa,Raul Alberto B. Arellano,57194649469,57194647346,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85021422829,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57194649469,AUID-57194647346
Juan Carlo M. Figueroa,Janeen Mikee E. Calinisan,57194649469,57194657146,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85021422829,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57194649469,AUID-57194657146
Raul Alberto B. Arellano,Janeen Mikee E. Calinisan,57194647346,57194657146,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85021422829,Control and Systems Engineering; Computer Science (all),ENGI; COMP,AUID-57194647346,AUID-57194657146
Lessandro Estelito O. Garciano,Renan Ma T. Tanhueco,12040265800,57120055300,De La Salle University,De La Salle University,2018,nan,2-s2.0-85040954229,Environmental Engineering; Building and Construction; Geotechnical Engineering and Engineering Geology; Soil Science,ENVI; ENGI; EART; AGRI,AUID-12040265800,AUID-57120055300
Kristofer Delas Peñas,Prospero C. Naval,57201152179,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85043586258,Theoretical Computer Science; Computer Science (all),MATH; COMP,AUID-57201152179,AUID-15045386000
Joey D. Ocon,Meng Nan Chong,55353840400,24491709500,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85030858866,"Environmental Engineering; Environmental Chemistry; Chemical Engineering (all); Safety, Risk, Reliability and Quality",ENVI; CENG; ENGI,AUID-55353840400,AUID-24491709500
Aldwin Christian Lacuesta,M. U. Herrera,57201323588,55355862000,University of the Philippines - Diliman,University of the Philippines - Los Banos,2018,nan,2-s2.0-85044254823,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-57201323588,AUID-55355862000
Aldwin Christian Lacuesta,Ronniel D. Manalo,57201323588,26032630200,University of the Philippines - Diliman,University of the Philippines - Los Banos,2018,nan,2-s2.0-85044254823,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-57201323588,AUID-26032630200
Aldwin Christian Lacuesta,Mary Donnabelle L. Balela,57201323588,30267493900,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85044254823,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-57201323588,AUID-30267493900
M. U. Herrera,Ronniel D. Manalo,55355862000,26032630200,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85044254823,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-55355862000,AUID-26032630200
M. U. Herrera,Mary Donnabelle L. Balela,55355862000,30267493900,University of the Philippines - Los Banos,University of the Philippines - Diliman,2018,nan,2-s2.0-85044254823,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-55355862000,AUID-30267493900
Ronniel D. Manalo,Mary Donnabelle L. Balela,26032630200,30267493900,University of the Philippines - Los Banos,University of the Philippines - Diliman,2018,nan,2-s2.0-85044254823,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-26032630200,AUID-30267493900
Szeemaine D. Tigno,M. U. Herrera,57201700317,55355862000,University of the Philippines - Diliman,University of the Philippines - Los Banos,2018,nan,2-s2.0-85045836812,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-57201700317,AUID-55355862000
Szeemaine D. Tigno,Mary Donnabelle L. Balela,57201700317,30267493900,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045836812,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-57201700317,AUID-30267493900
M. U. Herrera,Mary Donnabelle L. Balela,55355862000,30267493900,University of the Philippines - Los Banos,University of the Philippines - Diliman,2018,nan,2-s2.0-85045836812,"Chemistry (all); Condensed Matter Physics; Surfaces and Interfaces; Surfaces, Coatings and Films; Materials Chemistry",CHEM; PHYS; MATE,AUID-55355862000,AUID-30267493900
Ernesto B. Abaya,Karl B.N. Vergel,57194176211,57194174339,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57194176211,AUID-57194174339
Ernesto B. Abaya,Edwin N. Quiros,57194176211,55680125400,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57194176211,AUID-55680125400
Ernesto B. Abaya,Ricardo G. Sigua,57194176211,57201646210,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57194176211,AUID-57201646210
Ernesto B. Abaya,Jose Bienvenido Manuel M. Biona,57194176211,21742187700,University of the Philippines - Diliman,De La Salle University,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57194176211,AUID-21742187700
Karl B.N. Vergel,Edwin N. Quiros,57194174339,55680125400,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57194174339,AUID-55680125400
Karl B.N. Vergel,Ricardo G. Sigua,57194174339,57201646210,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57194174339,AUID-57201646210
Karl B.N. Vergel,Jose Bienvenido Manuel M. Biona,57194174339,21742187700,University of the Philippines - Diliman,De La Salle University,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57194174339,AUID-21742187700
Edwin N. Quiros,Ricardo G. Sigua,55680125400,57201646210,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-55680125400,AUID-57201646210
Edwin N. Quiros,Jose Bienvenido Manuel M. Biona,55680125400,21742187700,University of the Philippines - Diliman,De La Salle University,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-55680125400,AUID-21742187700
Ricardo G. Sigua,Jose Bienvenido Manuel M. Biona,57201646210,21742187700,University of the Philippines - Diliman,De La Salle University,2018,nan,2-s2.0-85045529940,"Automotive Engineering; Safety, Risk, Reliability and Quality; Pollution; Industrial and Manufacturing Engineering",ENGI; ENVI,AUID-57201646210,AUID-21742187700
Jenilyn M. Cruzat,Karlo Romano B. Gicana,57201862936,43461274500,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-57201862936,AUID-43461274500
Jenilyn M. Cruzat,Jovencio Hubert A. Abalos,57201862936,35228437300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-57201862936,AUID-35228437300
Jenilyn M. Cruzat,Michelle Grace V. Paraso,57201862936,35234697900,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-57201862936,AUID-35234697900
Jenilyn M. Cruzat,Maria Catalina T. De Luna,57201862936,35229269300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-57201862936,AUID-35229269300
Karlo Romano B. Gicana,Jovencio Hubert A. Abalos,43461274500,35228437300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-43461274500,AUID-35228437300
Karlo Romano B. Gicana,Michelle Grace V. Paraso,43461274500,35234697900,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-43461274500,AUID-35234697900
Karlo Romano B. Gicana,Maria Catalina T. De Luna,43461274500,35229269300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-43461274500,AUID-35229269300
Jovencio Hubert A. Abalos,Michelle Grace V. Paraso,35228437300,35234697900,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-35228437300,AUID-35234697900
Jovencio Hubert A. Abalos,Maria Catalina T. De Luna,35228437300,35229269300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-35228437300,AUID-35229269300
Michelle Grace V. Paraso,Maria Catalina T. De Luna,35234697900,35229269300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046263524,Veterinary (all),VETE,AUID-35234697900,AUID-35229269300
Rizi Marie C. Beguas,Dennis Villaseñor Umali,57201863239,42862381800,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85046265294,Veterinary (all),VETE,AUID-57201863239,AUID-42862381800
Bryan Sapon Hernandez,Virgilio Sison,57189051816,16417793700,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85041609199,Discrete Mathematics and Combinatorics,MATH,AUID-57189051816,AUID-16417793700
Phoebe Nicole G. Perez,Paul Albert L. Sino,57202356103,57190942761,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85047964030,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-57202356103,AUID-57190942761
Phoebe Nicole G. Perez,M. U. Herrera,57202356103,55355862000,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85047964030,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-57202356103,AUID-55355862000
Phoebe Nicole G. Perez,Alvin Karlo G. Tapia,57202356103,36674017300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85047964030,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-57202356103,AUID-36674017300
Paul Albert L. Sino,M. U. Herrera,57190942761,55355862000,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85047964030,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-57190942761,AUID-55355862000
Paul Albert L. Sino,Alvin Karlo G. Tapia,57190942761,36674017300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85047964030,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-57190942761,AUID-36674017300
M. U. Herrera,Alvin Karlo G. Tapia,55355862000,36674017300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85047964030,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-55355862000,AUID-36674017300
M. J. Morais,Cesar C. Sevilla,57201732590,7004176508,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85045915471,Animal Science and Zoology,AGRI,AUID-57201732590,AUID-7004176508
