address,affiliation-name,city,country,dc:identifier,prism:url
Davao City,University of Mindanao,,Philippines,AFFILIATION_ID:101819127,https://api.elsevier.com/content/affiliation/affiliation_id/101819127
"Beijing, China",Beijing United Family Hospital,Beijing,China,AFFILIATION_ID:101826644,https://api.elsevier.com/content/affiliation/affiliation_id/101826644
"114B Yonsei Engineering Center, 134 Seodaemun-gu",PeopleBio Inc.,Seoul,South Korea,AFFILIATION_ID:101826905,https://api.elsevier.com/content/affiliation/affiliation_id/101826905
"Silang, Cavite",Adventist International Institute of Advanced Studies,,Philippines,AFFILIATION_ID:101827487,https://api.elsevier.com/content/affiliation/affiliation_id/101827487
469 Bukit Timah Road,National Institute of Education,Singapore City,Singapore,AFFILIATION_ID:101836864,https://api.elsevier.com/content/affiliation/affiliation_id/101836864
Tegucigalpa,Instituto Hondureño de Seguridad Social and Hospital Escuela,Tegucigalpa,Honduras,AFFILIATION_ID:101839382,https://api.elsevier.com/content/affiliation/affiliation_id/101839382
San Fernando City,Lorma Colleges,Union,Philippines,AFFILIATION_ID:101853621,https://api.elsevier.com/content/affiliation/affiliation_id/101853621
FOSCAL-Bucaramanga,Research Institute,Bucaramanga,Colombia,AFFILIATION_ID:101853649,https://api.elsevier.com/content/affiliation/affiliation_id/101853649
Eleuthera,Cape Eleuthera Institute,Sound,Bahamas,AFFILIATION_ID:101859039,https://api.elsevier.com/content/affiliation/affiliation_id/101859039
Ulaanbaatar,National Cancer Center,Ulaanbaatar,Mongolia,AFFILIATION_ID:101870391,https://api.elsevier.com/content/affiliation/affiliation_id/101870391
1-3 Nakase,"Weather News, Inc.",Chiba,Japan,AFFILIATION_ID:101880459,https://api.elsevier.com/content/affiliation/affiliation_id/101880459
,Philippines Pharmacists Association Inc.,Manila,Philippines,AFFILIATION_ID:101890442,https://api.elsevier.com/content/affiliation/affiliation_id/101890442
"Cochrane Response, St Albans House, 57-59 Haymarket",Cochrane,London,United Kingdom,AFFILIATION_ID:101895573,https://api.elsevier.com/content/affiliation/affiliation_id/101895573
,Hospital Pediatrico Humberto Notti,Mendoza,Argentina,AFFILIATION_ID:101901212,https://api.elsevier.com/content/affiliation/affiliation_id/101901212
,Misasa Onsen Hospital,Misasa,Japan,AFFILIATION_ID:101909287,https://api.elsevier.com/content/affiliation/affiliation_id/101909287
"House 4B, Road 62, Gulshan 2",International Fertilizer Development Center,Dhaka,Bangladesh,AFFILIATION_ID:101910118,https://api.elsevier.com/content/affiliation/affiliation_id/101910118
Antiguo Cuscatlan,Universidad Dr. José Matías Delgado,San Salvador,El Salvador,AFFILIATION_ID:101924937,https://api.elsevier.com/content/affiliation/affiliation_id/101924937
Hufelandstr. 55,Hospital Essen,Essen,Germany,AFFILIATION_ID:101937347,https://api.elsevier.com/content/affiliation/affiliation_id/101937347
222 Waterloo Road,Hong Kong Baptist Hospital,Hong Kong,Hong Kong,AFFILIATION_ID:101938986,https://api.elsevier.com/content/affiliation/affiliation_id/101938986
36 Queen's Road Central,Hong Kong Heart Centre,Hong Kong,Hong Kong,AFFILIATION_ID:101944279,https://api.elsevier.com/content/affiliation/affiliation_id/101944279
,Ospital ng Manila,Manila,Philippines,AFFILIATION_ID:101944565,https://api.elsevier.com/content/affiliation/affiliation_id/101944565
Pitampura,Max Hospital,New Delhi,India,AFFILIATION_ID:101944949,https://api.elsevier.com/content/affiliation/affiliation_id/101944949
Surigao City,Surigao State College of Technology,,Philippines,AFFILIATION_ID:101954615,https://api.elsevier.com/content/affiliation/affiliation_id/101954615
,Philippine Red Cross,Manila,Philippines,AFFILIATION_ID:101955416,https://api.elsevier.com/content/affiliation/affiliation_id/101955416
,Beijer Institute of Ecological Economics,Stockholm,Sweden,AFFILIATION_ID:101960331,https://api.elsevier.com/content/affiliation/affiliation_id/101960331
"P.O. Box 64, Dacca Bangladesh",International Rice Research Institute,Dhaka,Bangladesh,AFFILIATION_ID:101967963,https://api.elsevier.com/content/affiliation/affiliation_id/101967963
"Annex 2 Building, US Embassy, 1201 Roxas Boulevard, 1000 Ermita",USAID,Manila,Philippines,AFFILIATION_ID:101971939,https://api.elsevier.com/content/affiliation/affiliation_id/101971939
Architektu 75,Public Institution Republican Siauliai Hospital,Siauliai,Lithuania,AFFILIATION_ID:101982335,https://api.elsevier.com/content/affiliation/affiliation_id/101982335
Stepanovskoye,Moscow City Oncology Hospital #62,Moscow,Russian Federation,AFFILIATION_ID:101985778,https://api.elsevier.com/content/affiliation/affiliation_id/101985778
"65 Huynh Thuc Khang, District 1",Cao Thang Technical College,Ho Chi Minh City,Viet Nam,AFFILIATION_ID:101994802,https://api.elsevier.com/content/affiliation/affiliation_id/101994802
Diliman,Philippine Atmospheric,Quezon City,Philippines,AFFILIATION_ID:102011769,https://api.elsevier.com/content/affiliation/affiliation_id/102011769
Yangon,North Okkalapa General Hospital,Yangon,Myanmar,AFFILIATION_ID:102026192,https://api.elsevier.com/content/affiliation/affiliation_id/102026192
,Clinique de Recherche en Santé des Femmes,Quebec,Canada,AFFILIATION_ID:102032109,https://api.elsevier.com/content/affiliation/affiliation_id/102032109
Schwentinental-Raisdorf,Northern German Epilepsy Centre for Children and Adolescents,Raisdorf,Germany,AFFILIATION_ID:102043274,https://api.elsevier.com/content/affiliation/affiliation_id/102043274
"2 Prannok Road, Bangkoknoi",Siriaj Hospital,Bangkok,Thailand,AFFILIATION_ID:102060969,https://api.elsevier.com/content/affiliation/affiliation_id/102060969
,Audiology Centre,Lahore,Pakistan,AFFILIATION_ID:102061342,https://api.elsevier.com/content/affiliation/affiliation_id/102061342
"62, Vasile Lupu str",St. Maria Children's Emergency Hospital,Iasi,,AFFILIATION_ID:102062033,https://api.elsevier.com/content/affiliation/affiliation_id/102062033
"1039 Sathan Phayaban Rd., Muang",Chiangrai Prachanukroh Hospital,Chiang Rai,Thailand,AFFILIATION_ID:102066915,https://api.elsevier.com/content/affiliation/affiliation_id/102066915
Private practice (Bauru,Sagrado Coração University (Bauru,,Brazil,AFFILIATION_ID:102070915,https://api.elsevier.com/content/affiliation/affiliation_id/102070915
Campus Observatorio,Centro Médico ABC,Mexico City,Mexico,AFFILIATION_ID:105130148,https://api.elsevier.com/content/affiliation/affiliation_id/105130148
"Av. Monforte de Lemos, 3-5. Pabellon 11. Planta 0",CIBER de Epidemiología y Salud Pública,Madrid,Spain,AFFILIATION_ID:105146279,https://api.elsevier.com/content/affiliation/affiliation_id/105146279
"via Panisperna, 207",Society for International Development,Rome,Italy,AFFILIATION_ID:105153060,https://api.elsevier.com/content/affiliation/affiliation_id/105153060
Managua,Sustainable Sciences Institute,Managua,Nicaragua,AFFILIATION_ID:105162902,https://api.elsevier.com/content/affiliation/affiliation_id/105162902
,Italian Heart Foundation,Milan,Italy,AFFILIATION_ID:105228031,https://api.elsevier.com/content/affiliation/affiliation_id/105228031
Calle Hermanos Falco,Hospital de Albacete,Albacete,Spain,AFFILIATION_ID:105472405,https://api.elsevier.com/content/affiliation/affiliation_id/105472405
Langgasse 85,Bern University of Applied Sciences,Zollikofen,Switzerland,AFFILIATION_ID:105477551,https://api.elsevier.com/content/affiliation/affiliation_id/105477551
219c Huntingdon Road,IUCN,Cambridge,United Kingdom,AFFILIATION_ID:105566187,https://api.elsevier.com/content/affiliation/affiliation_id/105566187
"Beijing, China",National Center for Cardiovascular Diseases,Beijing,China,AFFILIATION_ID:105672742,https://api.elsevier.com/content/affiliation/affiliation_id/105672742
Davangere,Peoples Education Society Medical College and Research Centre,Kuppam,India,AFFILIATION_ID:105715458,https://api.elsevier.com/content/affiliation/affiliation_id/105715458
"San Ildefonso, Bulacan",Bulacan Agricultural State College,,Philippines,AFFILIATION_ID:105739950,https://api.elsevier.com/content/affiliation/affiliation_id/105739950
"C/o le Ginestre, Lucio Volumnio 37",International Center for Tropical Agriculture (CIAT),Rome,Italy,AFFILIATION_ID:105741017,https://api.elsevier.com/content/affiliation/affiliation_id/105741017
Forestry and Fisheries,Ministry of Agriculture,Phnom Penh,Cambodia,AFFILIATION_ID:105746608,https://api.elsevier.com/content/affiliation/affiliation_id/105746608
134A Nathan Road,Hong Kong Observatory,Hong Kong,Hong Kong,AFFILIATION_ID:105749648,https://api.elsevier.com/content/affiliation/affiliation_id/105749648
Seong-nam,Armed Forces Capital Hospital,Seongnam,South Korea,AFFILIATION_ID:105762651,https://api.elsevier.com/content/affiliation/affiliation_id/105762651
"Poteshnaya, 3",Moscow Research Institute of Psychiatry,Moscow,Russian Federation,AFFILIATION_ID:105770662,https://api.elsevier.com/content/affiliation/affiliation_id/105770662
"c/o P.0. Box 5051, Accra North",Independent Consultant,Accra,Ghana,AFFILIATION_ID:105776583,https://api.elsevier.com/content/affiliation/affiliation_id/105776583
"46, rue Henri Huchard, 75018 Paris",Hôpital Bichat,Paris,United States,AFFILIATION_ID:105810627,https://api.elsevier.com/content/affiliation/affiliation_id/105810627
Dodoma,University of Dodoma,Dodoma,Tanzania,AFFILIATION_ID:105821901,https://api.elsevier.com/content/affiliation/affiliation_id/105821901
,Mary Chiles General Hospital,Manila,Philippines,AFFILIATION_ID:105825582,https://api.elsevier.com/content/affiliation/affiliation_id/105825582
31 Biopolis Way,Singapore Clinical Research Institute,Singapore City,Singapore,AFFILIATION_ID:105825669,https://api.elsevier.com/content/affiliation/affiliation_id/105825669
"Ciudad Universitaria, San Jose, Costa Rica",Universidad de Costa Rica,San Jose,United States,AFFILIATION_ID:105841046,https://api.elsevier.com/content/affiliation/affiliation_id/105841046
Avenida Universidad No. 655,National Institute of Public Health,Cuernavaca,Mexico,AFFILIATION_ID:105845120,https://api.elsevier.com/content/affiliation/affiliation_id/105845120
Panama,Gorgas Memorial Institute for Health Studies,Panama City,Panama,AFFILIATION_ID:105848995,https://api.elsevier.com/content/affiliation/affiliation_id/105848995
Bacolod City,University of St. la Salle,Bacolod,Philippines,AFFILIATION_ID:105851661,https://api.elsevier.com/content/affiliation/affiliation_id/105851661
Royal College Street,London Bioscience Innovation Centre,London,United Kingdom,AFFILIATION_ID:105859149,https://api.elsevier.com/content/affiliation/affiliation_id/105859149
Avenida Balboa y Calle Justo Arosemena,Hospital Santo Tomas,Panama City,Panama,AFFILIATION_ID:105876158,https://api.elsevier.com/content/affiliation/affiliation_id/105876158
Cesta k nemocnici 1,Regional Authority of Public Health,Banska Bystrica,Slovakia,AFFILIATION_ID:105908722,https://api.elsevier.com/content/affiliation/affiliation_id/105908722
"A.F., C.B., G.P., L.F., Milan, A.R",San Raffaele Hospital,Milan,United States,AFFILIATION_ID:105954786,https://api.elsevier.com/content/affiliation/affiliation_id/105954786
336 Marugame,Mifune Hospital,Kagawa,Japan,AFFILIATION_ID:105996140,https://api.elsevier.com/content/affiliation/affiliation_id/105996140
"Irrigation Eng, Kardinaal Mercierlaan. 92, B- 3030 Leuven, Heverlle",Faculty of Social Sciences,Leuven,Belgium,AFFILIATION_ID:106073552,https://api.elsevier.com/content/affiliation/affiliation_id/106073552
"Private Mail Bag, Brown Street",Colonial War Memorial Hospital,Suva,Fiji,AFFILIATION_ID:106128419,https://api.elsevier.com/content/affiliation/affiliation_id/106128419
Private Bag X54001,College of Health Sciences,Durban,South Africa,AFFILIATION_ID:106173511,https://api.elsevier.com/content/affiliation/affiliation_id/106173511
Mandalay,Mandalay Technological University,,Myanmar,AFFILIATION_ID:106178701,https://api.elsevier.com/content/affiliation/affiliation_id/106178701
Asia Square Tower 2,Mundipharma Pte Ltd,Singapore City,Singapore,AFFILIATION_ID:106198868,https://api.elsevier.com/content/affiliation/affiliation_id/106198868
"201 2nd Flr Medical Tower, Davao City",Davao Doctor's Hospital,,Philippines,AFFILIATION_ID:106198874,https://api.elsevier.com/content/affiliation/affiliation_id/106198874
Thomas Drive,Liverpool Heart and Chest Hospital,Liverpool,United Kingdom,AFFILIATION_ID:106277032,https://api.elsevier.com/content/affiliation/affiliation_id/106277032
"9 Mendiola Street, San Miguel",Centro Escolar University,Manila,Philippines,AFFILIATION_ID:106283877,https://api.elsevier.com/content/affiliation/affiliation_id/106283877
Kumar Business Court,Institute of Infectious Diseases,Pune,India,AFFILIATION_ID:106314595,https://api.elsevier.com/content/affiliation/affiliation_id/106314595
Lesnoy,N.N. Alexandrov National Cancer Center of Belarus,Minsk,Belarus,AFFILIATION_ID:106330544,https://api.elsevier.com/content/affiliation/affiliation_id/106330544
"Belgrade, srb",University Children's Hospital,Belgrade,Serbia,AFFILIATION_ID:106349722,https://api.elsevier.com/content/affiliation/affiliation_id/106349722
Tien Giang,Southern Regional Plant Protection Center,,Viet Nam,AFFILIATION_ID:106392056,https://api.elsevier.com/content/affiliation/affiliation_id/106392056
Johan de Wittlaan 32,Organisation for the Prohibition of Chemical Weapons,Den Haag,Netherlands,AFFILIATION_ID:106394851,https://api.elsevier.com/content/affiliation/affiliation_id/106394851
"901 Chung Hwa Road, Yung Kang City",Chi Mei Foundation Hospital,Tainan,Taiwan,AFFILIATION_ID:106398232,https://api.elsevier.com/content/affiliation/affiliation_id/106398232
168 Bis Duong Phan Van Tri Phuong 5-Quan Go Vap TP HCM,Military Preventive Medicine Centre,Ho Chi Minh City,Viet Nam,AFFILIATION_ID:106405340,https://api.elsevier.com/content/affiliation/affiliation_id/106405340
,Institute of Development Studies,,United Kingdom,AFFILIATION_ID:106440301,https://api.elsevier.com/content/affiliation/affiliation_id/106440301
"168, cours de l'Argonne",Hop. Enf.,Bordeaux,France,AFFILIATION_ID:106445171,https://api.elsevier.com/content/affiliation/affiliation_id/106445171
"Beijing, China",Fuwai Cardiovascular Hospital,Beijing,China,AFFILIATION_ID:106450904,https://api.elsevier.com/content/affiliation/affiliation_id/106450904
Belgrade,Clinical Center of Serbia,Belgrade,Serbia,AFFILIATION_ID:106453416,https://api.elsevier.com/content/affiliation/affiliation_id/106453416
"87/2 CRC Tower, All Seasons Place, Wireless Road, Lumpini, Phatumwan",Sanofi Pasteur,Bangkok,Thailand,AFFILIATION_ID:106537985,https://api.elsevier.com/content/affiliation/affiliation_id/106537985
B.P. 702,Centre National d'Application des Recherches Pharmaceutiques,Antananarivo,Madagascar,AFFILIATION_ID:106544305,https://api.elsevier.com/content/affiliation/affiliation_id/106544305
,Chiangrai Regional Hospital,Chiang Rai,Thailand,AFFILIATION_ID:106549419,https://api.elsevier.com/content/affiliation/affiliation_id/106549419
"Feixa Ilarga s/n, 08907 HospEalet de Llobregat",University Hospital of Bellvitge,Hospitalet de Llobregat,Spain,AFFILIATION_ID:106566693,https://api.elsevier.com/content/affiliation/affiliation_id/106566693
"138A Giang Vo Street, Ba Dinh district",Ministry of Health of Vietnam,Hanoi,Viet Nam,AFFILIATION_ID:106567708,https://api.elsevier.com/content/affiliation/affiliation_id/106567708
"Taoyuan, China",Chang Gung University,Taipei,China,AFFILIATION_ID:106582541,https://api.elsevier.com/content/affiliation/affiliation_id/106582541
,Hospital Sultanah Amina,Johor Bahru,Malaysia,AFFILIATION_ID:106586012,https://api.elsevier.com/content/affiliation/affiliation_id/106586012
151 Ellis Street NE,CARE,Atlanta,United States,AFFILIATION_ID:106592792,https://api.elsevier.com/content/affiliation/affiliation_id/106592792
Lauzerte,Development Workshop France,,France,AFFILIATION_ID:106596439,https://api.elsevier.com/content/affiliation/affiliation_id/106596439
Dangkor District,Royal University of Agriculture,Phnom Penh,Cambodia,AFFILIATION_ID:106601096,https://api.elsevier.com/content/affiliation/affiliation_id/106601096
"Palma Hall, Diliman",Philippine Geographical Society,Quezon City,Philippines,AFFILIATION_ID:106604778,https://api.elsevier.com/content/affiliation/affiliation_id/106604778
Private Bag 92024,Starship Children’s Hospital,Auckland,New Zealand,AFFILIATION_ID:106606881,https://api.elsevier.com/content/affiliation/affiliation_id/106606881
"Av. Manuel Siurot, 45",Instituto Hispalense de Pediatría,Sevilla,Spain,AFFILIATION_ID:106613397,https://api.elsevier.com/content/affiliation/affiliation_id/106613397
Diliman,University the Philippines,Quezon City,Philippines,AFFILIATION_ID:106615729,https://api.elsevier.com/content/affiliation/affiliation_id/106615729
,Ampang Hospital,Selangor Darul Ehsan,Malaysia,AFFILIATION_ID:106633468,https://api.elsevier.com/content/affiliation/affiliation_id/106633468
"VAL Learning Village, Ruby, St., Marfori Heights, Davao City 8000","Philippine Eagle Foundation, Inc.",,Philippines,AFFILIATION_ID:106661394,https://api.elsevier.com/content/affiliation/affiliation_id/106661394
Tarlac,National Irrigation Administration,Quezon City,Philippines,AFFILIATION_ID:106685296,https://api.elsevier.com/content/affiliation/affiliation_id/106685296
"275 E. Rodriguez Sr. Ave., Cathedral Heights",Trinity University of Asia,Quezon City,Philippines,AFFILIATION_ID:106685878,https://api.elsevier.com/content/affiliation/affiliation_id/106685878
"Pantelimon Avenue, no. 340-342",Clinical Emergency Hospital Sf. Pantelimon,Bucharest,,AFFILIATION_ID:106688971,https://api.elsevier.com/content/affiliation/affiliation_id/106688971
Cheongyang,Chungcheongnam-do Agricultural Research and Extension Services,,South Korea,AFFILIATION_ID:106700632,https://api.elsevier.com/content/affiliation/affiliation_id/106700632
1 Nanyang Walk,National Institute of Education,Singapore City,Singapore,AFFILIATION_ID:106704892,https://api.elsevier.com/content/affiliation/affiliation_id/106704892
Vientiane,International Rice Research Institute,Vientiane,Laos,AFFILIATION_ID:106706985,https://api.elsevier.com/content/affiliation/affiliation_id/106706985
100 Bukit Timah Road,KK Hospital,Singapore City,Singapore,AFFILIATION_ID:106710368,https://api.elsevier.com/content/affiliation/affiliation_id/106710368
"33 Dang Tat Street, Nha Trang",Research Institute for Aquaculture No3 (RIA3),Nha Trang,Viet Nam,AFFILIATION_ID:106710384,https://api.elsevier.com/content/affiliation/affiliation_id/106710384
,Hospital Conde S Januario,Macau,Macao,AFFILIATION_ID:106710413,https://api.elsevier.com/content/affiliation/affiliation_id/106710413
"9 Mohamed Sultan Road, #02-01",International Life Sciences Institute Southeast Asia Region,Singapore City,Singapore,AFFILIATION_ID:106713822,https://api.elsevier.com/content/affiliation/affiliation_id/106713822
"111 University Avenue, Muang District",Synchrotron Light Research Institute,Nakhon Ratchasima,Thailand,AFFILIATION_ID:106722670,https://api.elsevier.com/content/affiliation/affiliation_id/106722670
Im Neuenheimer Feld 430,Center for Pediatrics and Adolescent Medicine,Heidelberg,Germany,AFFILIATION_ID:106730955,https://api.elsevier.com/content/affiliation/affiliation_id/106730955
Bahnhofstrasse 5,Benedictus Krankenhaus Tutzing,Tutzing,Germany,AFFILIATION_ID:106747824,https://api.elsevier.com/content/affiliation/affiliation_id/106747824
Union Theological Seminary,Philippine Christian University,,Philippines,AFFILIATION_ID:106765942,https://api.elsevier.com/content/affiliation/affiliation_id/106765942
,Special Hospital for Surgery Filip Vtori,Skopje,Macedonia,AFFILIATION_ID:106776643,https://api.elsevier.com/content/affiliation/affiliation_id/106776643
,Meerut Medical Centre,Meerut,India,AFFILIATION_ID:106790250,https://api.elsevier.com/content/affiliation/affiliation_id/106790250
Jubilee Hills,Apollo Hospitals,Hyderabad,India,AFFILIATION_ID:106790464,https://api.elsevier.com/content/affiliation/affiliation_id/106790464
"Columbia, Missouri",University of Missouri,Columbia,United States,AFFILIATION_ID:106790507,https://api.elsevier.com/content/affiliation/affiliation_id/106790507
"Namgu Daemyung 4 dong, 3056-6",Daegu Catholic University Medical Centre,Daegu,South Korea,AFFILIATION_ID:106900538,https://api.elsevier.com/content/affiliation/affiliation_id/106900538
,De la Salle - College of Saint Benilde,Manila,Philippines,AFFILIATION_ID:106925550,https://api.elsevier.com/content/affiliation/affiliation_id/106925550
Davao City,San Pedro College,,Philippines,AFFILIATION_ID:106935013,https://api.elsevier.com/content/affiliation/affiliation_id/106935013
Republic of Macedonia,Pediatric Clinic,Skopje,Macedonia,AFFILIATION_ID:106937483,https://api.elsevier.com/content/affiliation/affiliation_id/106937483
Mandaluyong City,National Center for Mental Health,Manila,Philippines,AFFILIATION_ID:106966783,https://api.elsevier.com/content/affiliation/affiliation_id/106966783
Kabbeltoft 25,Lillebaelt Hospital,Vejle,Denmark,AFFILIATION_ID:106977841,https://api.elsevier.com/content/affiliation/affiliation_id/106977841
1600 SW Archer Road,Emerging Pathogens Institute,Gainesville,United States,AFFILIATION_ID:106982820,https://api.elsevier.com/content/affiliation/affiliation_id/106982820
Hazmieh,Mount Lebanon Hospital,Beirut,Lebanon,AFFILIATION_ID:106993758,https://api.elsevier.com/content/affiliation/affiliation_id/106993758
"Beijing, 100015 China",Beijing United Family Hospital and Clinics,Beijing,China,AFFILIATION_ID:106998923,https://api.elsevier.com/content/affiliation/affiliation_id/106998923
BP 258,Institut d'Economie Rural,Bamako,Mali,AFFILIATION_ID:107007423,https://api.elsevier.com/content/affiliation/affiliation_id/107007423
Kingdom of Saudi Arabia,King Abdullah International Medical Research Center,Riyadh,Saudi Arabia,AFFILIATION_ID:107038213,https://api.elsevier.com/content/affiliation/affiliation_id/107038213
"Chengdu, Sichuan Province, 610000 China",Chengdu First People's Hospital,Chengdu,China,AFFILIATION_ID:107076476,https://api.elsevier.com/content/affiliation/affiliation_id/107076476
Zamboanga City,Ateneo de Zamboanga University,,Philippines,AFFILIATION_ID:107098420,https://api.elsevier.com/content/affiliation/affiliation_id/107098420
"New Taipei City, 24803 Taiwan",SGS Taiwan Ltd.,Taipei,Taiwan,AFFILIATION_ID:107115087,https://api.elsevier.com/content/affiliation/affiliation_id/107115087
"Nis, srb",Military Hospital,Belgrade,Serbia,AFFILIATION_ID:107119487,https://api.elsevier.com/content/affiliation/affiliation_id/107119487
Calle Los Prados 395,Hospital Universitario de Cabueñes,Gijon,Spain,AFFILIATION_ID:107192691,https://api.elsevier.com/content/affiliation/affiliation_id/107192691
Apartado 12,Instituto de Biologia Experimental e Tenológica (IBET),Oeiras,Portugal,AFFILIATION_ID:107212654,https://api.elsevier.com/content/affiliation/affiliation_id/107212654
Novo Mesto,Faculty of Information Studies,Novo Mesto,Slovenia,AFFILIATION_ID:107232685,https://api.elsevier.com/content/affiliation/affiliation_id/107232685
"Linfen, China",Shanxi Institute for Prevention and Treatment of Endemic Disease,,China,AFFILIATION_ID:107283230,https://api.elsevier.com/content/affiliation/affiliation_id/107283230
"Jinhua, 321017 China",Jinhua Plant Protection Station,Jinhua,China,AFFILIATION_ID:107293464,https://api.elsevier.com/content/affiliation/affiliation_id/107293464
,Mid-City Hospital,Karachi,Pakistan,AFFILIATION_ID:107309683,https://api.elsevier.com/content/affiliation/affiliation_id/107309683
"Fundaao Oswaldo Cruz, Av. Brasil 4365",Instituto Nacional de Infectologia Evandro Chagas,Rio de Janeiro,Brazil,AFFILIATION_ID:107453034,https://api.elsevier.com/content/affiliation/affiliation_id/107453034
"City of Balanga, Bataan",Bataan Peninsula State University,,Philippines,AFFILIATION_ID:107473322,https://api.elsevier.com/content/affiliation/affiliation_id/107473322
"Osmena Boulevard, Cebu",Cebu Doctors' University Hospital,,Philippines,AFFILIATION_ID:107482884,https://api.elsevier.com/content/affiliation/affiliation_id/107482884
"12 Centum 7-ro, Haeundae-gu",APEC Climate Center,Busan,South Korea,AFFILIATION_ID:107612547,https://api.elsevier.com/content/affiliation/affiliation_id/107612547
"Pinaod, San Ildefonso, Bulacan",Bulacan Agricultural State College,,Philippines,AFFILIATION_ID:107682684,https://api.elsevier.com/content/affiliation/affiliation_id/107682684
,Harapan Kita Hospital,Jakarta,Indonesia,AFFILIATION_ID:107722935,https://api.elsevier.com/content/affiliation/affiliation_id/107722935
Maidenhead,HEART UK,Berkshire,United Kingdom,AFFILIATION_ID:107752606,https://api.elsevier.com/content/affiliation/affiliation_id/107752606
350 Capitol Street,West Virginia Bureau for Public Health,Charleston,United States,AFFILIATION_ID:107753462,https://api.elsevier.com/content/affiliation/affiliation_id/107753462
,Center for International Forestry Research (CIFOR),,Indonesia,AFFILIATION_ID:107762541,https://api.elsevier.com/content/affiliation/affiliation_id/107762541
Vientiane,"Centre for Malariology, Parasitology and Entomology",Vientiane,Laos,AFFILIATION_ID:107773444,https://api.elsevier.com/content/affiliation/affiliation_id/107773444
"C/As Xubias S/N, A Coruna, null15.006",Hospital Universitario A Coruña,,Spain,AFFILIATION_ID:107773623,https://api.elsevier.com/content/affiliation/affiliation_id/107773623
1310 N Courthouse Rd,Rare,Arlington,United States,AFFILIATION_ID:107773985,https://api.elsevier.com/content/affiliation/affiliation_id/107773985
Camposampiero,Dialysis and Transplant Unit,Padua,Italy,AFFILIATION_ID:107860481,https://api.elsevier.com/content/affiliation/affiliation_id/107860481
"Tigbauan, Iloilo",Southeast Asian Fisheries Development Center Aquaculture Department (SEAFDEC/AQD),,Philippines,AFFILIATION_ID:107860715,https://api.elsevier.com/content/affiliation/affiliation_id/107860715
Elisabeth-Flugge-Strasse 1,Evangelical Hospital Alsterdorf,Hamburg,Germany,AFFILIATION_ID:107897981,https://api.elsevier.com/content/affiliation/affiliation_id/107897981
Pusa Road,BLK Hospital,New Delhi,India,AFFILIATION_ID:107905421,https://api.elsevier.com/content/affiliation/affiliation_id/107905421
Blanco Encalada 1543,Cardiovascular Institute of Buenos Aires,Buenos Aires,Argentina,AFFILIATION_ID:107923668,https://api.elsevier.com/content/affiliation/affiliation_id/107923668
279 E. Rodriquez Sr. Avenue,St. Luke's Medical Centre,Quezon City,Philippines,AFFILIATION_ID:107928056,https://api.elsevier.com/content/affiliation/affiliation_id/107928056
Muntinlupa City,City Health Office-Muntinlupa,,Philippines,AFFILIATION_ID:107949052,https://api.elsevier.com/content/affiliation/affiliation_id/107949052
Davao City,Lapanday Foods Corporation,,Philippines,AFFILIATION_ID:107951883,https://api.elsevier.com/content/affiliation/affiliation_id/107951883
"Sampaloc, San Rafael, Bulacan 3008","East-West Seed Company, Inc.",,Philippines,AFFILIATION_ID:107953747,https://api.elsevier.com/content/affiliation/affiliation_id/107953747
Talamban,"Office of Population Studies Foundation, Inc.",Cebu,Philippines,AFFILIATION_ID:107958885,https://api.elsevier.com/content/affiliation/affiliation_id/107958885
"Camayan Wharf, West Ilanin Forest Area, Subic Bay Freeport",Ocean Adventure,Zone,Philippines,AFFILIATION_ID:107962096,https://api.elsevier.com/content/affiliation/affiliation_id/107962096
Lalitpur,Ministry of Health,,Nepal,AFFILIATION_ID:107986836,https://api.elsevier.com/content/affiliation/affiliation_id/107986836
Batangas City,University of Batangas,Batangas City,Philippines,AFFILIATION_ID:107989943,https://api.elsevier.com/content/affiliation/affiliation_id/107989943
Mymensingh,Jatiya Kabi Kazi Nazrul Islam University,,Bangladesh,AFFILIATION_ID:107990265,https://api.elsevier.com/content/affiliation/affiliation_id/107990265
"Udyog Vihar, Opposite Ambience Mall, NH-8",Institute of Pesticide Formulation Technology (IPFT),Gurgaon,India,AFFILIATION_ID:108037527,https://api.elsevier.com/content/affiliation/affiliation_id/108037527
Milano,San Carlo Borromeo Hospital,Milan,United States,AFFILIATION_ID:108079454,https://api.elsevier.com/content/affiliation/affiliation_id/108079454
"PO Box 333, Garoua",Institute for Geological and Mining Research,Yaounde,Cameroon,AFFILIATION_ID:108084385,https://api.elsevier.com/content/affiliation/affiliation_id/108084385
,FV Hospital,Ho Chi Minh City,Viet Nam,AFFILIATION_ID:108089982,https://api.elsevier.com/content/affiliation/affiliation_id/108089982
Charite Campus Mitte,Endocrinology,Berlin,Germany,AFFILIATION_ID:108089999,https://api.elsevier.com/content/affiliation/affiliation_id/108089999
"Kizilay Street No. 4, Samanpazari Altindag",Turkiye Yuksek Ihtisas Education and Research Hospital,Ankara,Turkey,AFFILIATION_ID:108090070,https://api.elsevier.com/content/affiliation/affiliation_id/108090070
Brown-Tufts,Providence-Boston Center for AIDS Research,Providence,United States,AFFILIATION_ID:108090328,https://api.elsevier.com/content/affiliation/affiliation_id/108090328
